Ra,Pr,Ek,AR,Nx,Ny,Nz,time,frame,field_path,inertia_bulk,coriolis_bulk,viscous_bulk,buoyancy_bulk,drag_bulk,local_Ro_force,buoyancy_power_bulk,viscous_dissipation_bulk,drag_dissipation_bulk,regime,pressure_plane,coriolis_plane,inertia_plane,viscous_plane,cp_residual_plane,cp_residual_over_coriolis,pressure_plane_z
8000000.0,0.7,0.0004999999999999675,16.0,384,384,64,460.0,46,/share/org/SHUTUANL/shu_zhangjs/rainy model/rotating_case/Pr0p7/Ra8e6/Ek5e-4/AR16/Beta1p02/qbot0p5_qtop0p004978/N257x257x65/run/movie/field00046.h5,0.031245462253706745,0.02280320952073085,0.00384199632315103,0.008096894584850717,0.0,1.3702221270782464,0.00010989212797149263,9.431393872849361e-05,0.0,rotation-affected; inertia-pressure leading expected,0.028533356400935923,0.020767481675609368,0.019156122929108472,0.005787260891249132,0.015716769810940244,0.7567970954031948,0.04833588103373401
8000000.0,0.7,0.0004999999999999675,16.0,384,384,64,510.0,51,/share/org/SHUTUANL/shu_zhangjs/rainy model/rotating_case/Pr0p7/Ra8e6/Ek5e-4/AR16/Beta1p02/qbot0p5_qtop0p004978/N257x257x65/run/movie/field00051.h5,0.004351320004767942,0.00724700978658054,0.0007442632091268516,0.0023501366151811266,0.0,0.6004297127934592,1.5154511568700568e-06,5.9215357160166175e-06,0.0,geostrophic leading; CIA-like ageostrophic balance,0.004537595572429226,0.006129969980612432,0.0020437469834097698,0.0015182856360549137,0.0025335035855541966,0.4132978780592788,0.04833588103373401
8000000.0,0.7,0.0004999999999999675,16.0,384,384,64,560.0,56,/share/org/SHUTUANL/shu_zhangjs/rainy model/rotating_case/Pr0p7/Ra8e6/Ek5e-4/AR16/Beta1p02/qbot0p5_qtop0p004978/N257x257x65/run/movie/field00056.h5,7.223069677154648e-05,0.002127181578590372,6.0142569607097296e-05,0.0011424381459158328,0.0,0.033956055984375295,1.9351997628441503e-08,1.7071399009177509e-07,0.0,geostrophic leading; VAC-like ageostrophic balance,0.0011990810423251144,0.0015258071526677171,3.0654292823321744e-05,0.00033149165050610363,0.0005668091284250593,0.371481499109538,0.04833588103373401
8000000.0,0.7,0.0004999999999999675,16.0,384,384,64,610.0,61,/share/org/SHUTUANL/shu_zhangjs/rainy model/rotating_case/Pr0p7/Ra8e6/Ek5e-4/AR16/Beta1p02/qbot0p5_qtop0p004978/N257x257x65/run/movie/field00061.h5,1.128595254453632e-05,0.0010251839671571155,1.7786506153785513e-05,0.000781108294731886,0.0,0.011008709564423652,-1.7810695656760392e-09,2.5241842826013548e-08,0.0,geostrophic leading; VAC-like ageostrophic balance,0.0005193360363926225,0.0006305138987123706,3.6060263813687157e-06,0.0001345912771857468,0.0002284297363470752,0.3622913575950859,0.04833588103373401
8000000.0,0.7,0.0004999999999999675,16.0,384,384,64,660.0,66,/share/org/SHUTUANL/shu_zhangjs/rainy model/rotating_case/Pr0p7/Ra8e6/Ek5e-4/AR16/Beta1p02/qbot0p5_qtop0p004978/N257x257x65/run/movie/field00066.h5,3.3903132969870677e-06,0.0006167564161238156,7.152484643182169e-06,0.0005751623553220406,0.0,0.005497005314179743,1.3209948864851144e-09,6.411298895224231e-09,0.0,geostrophic leading; VAC-like ageostrophic balance,0.0002685105911179192,0.0003145009789388834,7.598965265304308e-07,6.612401384058324e-05,0.00010825139200971935,0.3442004930317108,0.04833588103373401
8000000.0,0.7,0.0004999999999999675,16.0,384,384,64,710.0,71,/share/org/SHUTUANL/shu_zhangjs/rainy model/rotating_case/Pr0p7/Ra8e6/Ek5e-4/AR16/Beta1p02/qbot0p5_qtop0p004978/N257x257x65/run/movie/field00071.h5,1.357039232094784e-06,0.00042226677988293186,3.4652724954107855e-06,0.00043623873025066314,0.0,0.0032137011404757107,-5.304736900299064e-11,2.2913114260385146e-09,0.0,geostrophic leading; VAC-like ageostrophic balance,0.00016418521133528194,0.00018629319064525064,2.2928451888647118e-07,3.85676191596897e-05,5.8452186883054817e-05,0.31376448425515757,0.04833588103373401
8000000.0,0.7,0.0004999999999999675,16.0,384,384,64,760.0,76,/share/org/SHUTUANL/shu_zhangjs/rainy model/rotating_case/Pr0p7/Ra8e6/Ek5e-4/AR16/Beta1p02/qbot0p5_qtop0p004978/N257x257x65/run/movie/field00076.h5,6.305634875066942e-07,0.0003087369736618514,2.1444201085200247e-06,0.0003354064585349509,0.0,0.0020423970606038523,-2.598054442929842e-10,9.983240270163538e-10,0.0,geostrophic leading; VAC-like ageostrophic balance,0.00012305795415049636,0.00012528378431791868,9.244081671484722e-08,2.5506451159332183e-05,4.9495346999554666e-05,0.3950658680133404,0.04833588103373401
8000000.0,0.7,0.0004999999999999675,16.0,384,384,64,800.0,80,/share/org/SHUTUANL/shu_zhangjs/rainy model/rotating_case/Pr0p7/Ra8e6/Ek5e-4/AR16/Beta1p02/qbot0p5_qtop0p004978/N257x257x65/run/movie/field00080.h5,0.005156748238263716,0.003589010978954289,0.0007187909315339634,0.0025708740538329593,0.0,1.4368159552875512,1.3594042720957787e-05,3.4295385720502757e-06,0.0,rotation-affected; inertia-pressure leading expected,,,,,,,
8000000.0,0.7,0.0007000000000004278,16.0,384,384,64,10.0,1,/share/org/SHUTUANL/shu_zhangjs/rainy model/rotating_case/Pr0p7/Ra8e6/Ek7e-4/AR16/Beta1p02/qbot0p5_qtop0p004978/N257x257x65/run/movie/field00001.h5,2.189644888799974e-08,8.834335264508178e-06,4.025783932600009e-06,1.7590037582771838e-05,0.0,0.002478562136527513,1.0777505158595962e-09,1.89425790303543e-10,0.0,geostrophic leading; VAC-like ageostrophic balance,,,,,,,
8000000.0,0.7,0.0007000000000004278,16.0,384,384,64,60.0,6,/share/org/SHUTUANL/shu_zhangjs/rainy model/rotating_case/Pr0p7/Ra8e6/Ek7e-4/AR16/Beta1p02/qbot0p5_qtop0p004978/N257x257x65/run/movie/field00006.h5,0.018197294060266826,0.013718177378388987,0.0037873530304166074,0.008042004548039427,0.0,1.3265096053455354,0.00013400733185686423,8.765076299700027e-05,0.0,rotation-affected; inertia-pressure leading expected,0.014083417579239903,0.007404352822593348,0.0035693061497916777,0.002387374208430831,0.009386542197069218,1.2677059591795108,0.04833588103373401
8000000.0,0.7,0.0007000000000004278,16.0,384,384,64,110.0,11,/share/org/SHUTUANL/shu_zhangjs/rainy model/rotating_case/Pr0p7/Ra8e6/Ek7e-4/AR16/Beta1p02/qbot0p5_qtop0p004978/N257x257x65/run/movie/field00011.h5,0.0348151070613621,0.016052033788560377,0.0031613620065066295,0.006653294072258672,0.0,2.168890716276301,9.371583434442034e-05,7.820849941343925e-05,0.0,rotation-affected; inertia-pressure leading expected,0.025880909244413237,0.012569764768731426,0.01667751919492967,0.004794592992682725,0.01510827060035291,1.2019533283499684,0.04833588103373401
8000000.0,0.7,0.0007000000000004278,16.0,384,384,64,160.0,16,/share/org/SHUTUANL/shu_zhangjs/rainy model/rotating_case/Pr0p7/Ra8e6/Ek7e-4/AR16/Beta1p02/qbot0p5_qtop0p004978/N257x257x65/run/movie/field00016.h5,0.0177264821437576,0.010840563653001069,0.0019564673300150907,0.00407994856515906,0.0,1.6351993043138726,2.725111748608056e-05,3.366669270555108e-05,0.0,rotation-affected; inertia-pressure leading expected,0.011013079669277897,0.008396239478576518,0.007186201146436082,0.0030728690108058174,0.004602548861561334,0.5481678879342352,0.04833588103373401
8000000.0,0.7,0.0007000000000004278,16.0,384,384,64,210.0,21,/share/org/SHUTUANL/shu_zhangjs/rainy model/rotating_case/Pr0p7/Ra8e6/Ek7e-4/AR16/Beta1p02/qbot0p5_qtop0p004978/N257x257x65/run/movie/field00021.h5,0.0019124470855838495,0.003362506078366491,0.0003503144843451587,0.0012391435319099716,0.0,0.5687564694345232,1.6685429253640018e-07,1.947566428343244e-06,0.0,geostrophic leading; CIA-like ageostrophic balance,0.0016553553692145715,0.0021539827335083275,0.000519568264464924,0.0006916675490213964,0.0008093861856911988,0.37576261550291096,0.04833588103373401
8000000.0,0.7,0.0007000000000004278,16.0,384,384,64,260.0,26,/share/org/SHUTUANL/shu_zhangjs/rainy model/rotating_case/Pr0p7/Ra8e6/Ek7e-4/AR16/Beta1p02/qbot0p5_qtop0p004978/N257x257x65/run/movie/field00026.h5,4.62677951532024e-05,0.001182057046347254,4.2254372543435864e-05,0.0007259866011372692,0.0,0.039141761640165605,4.150868308954554e-09,9.467931006868111e-08,0.0,geostrophic leading; VAC-like ageostrophic balance,0.0005127996723827467,0.0005965539302010088,1.0828113129683246e-05,0.00016879062169454834,0.00022523855204784548,0.37756611874462276,0.04833588103373401
8000000.0,0.7,0.0007000000000004278,16.0,384,384,64,310.0,31,/share/org/SHUTUANL/shu_zhangjs/rainy model/rotating_case/Pr0p7/Ra8e6/Ek7e-4/AR16/Beta1p02/qbot0p5_qtop0p004978/N257x257x65/run/movie/field00031.h5,7.953369008326614e-06,0.0006438589338614767,1.4169016321283646e-05,0.0005192625085977563,0.0,0.012352657686408286,-3.0013770922638737e-09,1.675286136706196e-08,0.0,geostrophic leading; VAC-like ageostrophic balance,0.0002571349798508467,0.0002847343719713875,1.5205633202416958e-06,7.882006394790365e-05,0.00010768380689963864,0.3781904030555876,0.04833588103373401
8000000.0,0.7,0.0007000000000004278,16.0,384,384,64,360.0,36,/share/org/SHUTUANL/shu_zhangjs/rainy model/rotating_case/Pr0p7/Ra8e6/Ek7e-4/AR16/Beta1p02/qbot0p5_qtop0p004978/N257x257x65/run/movie/field00036.h5,2.6943030311394854e-06,0.00042929231667901906,6.093835117921216e-06,0.0003932731987311523,0.0,0.006276150134673876,-5.531371026802737e-10,4.866175315590287e-09,0.0,geostrophic leading; VAC-like ageostrophic balance,0.00016715237762716755,0.00017476443509179196,4.024862808187815e-07,4.7724213201298e-05,6.228627051985425e-05,0.35640129232895396,0.04833588103373401
8000000.0,0.7,0.0007000000000004278,16.0,384,384,64,410.0,41,/share/org/SHUTUANL/shu_zhangjs/rainy model/rotating_case/Pr0p7/Ra8e6/Ek7e-4/AR16/Beta1p02/qbot0p5_qtop0p004978/N257x257x65/run/movie/field00041.h5,2.962318121984096e-06,0.00031583232529149176,6.422276786837564e-06,0.0003091179685420696,0.0,0.00937940129861653,2.497778652599805e-09,2.4053383167962148e-09,0.0,geostrophic leading; VAC-like ageostrophic balance,0.00017613740333241576,0.0001274921056394756,1.66257294231365e-07,3.466016577532791e-05,0.00011964186171458665,0.938425646940933,0.04833588103373401
8000000.0,0.7,0.0007000000000004278,16.0,384,384,64,460.0,46,/share/org/SHUTUANL/shu_zhangjs/rainy model/rotating_case/Pr0p7/Ra8e6/Ek7e-4/AR16/Beta1p02/qbot0p5_qtop0p004978/N257x257x65/run/movie/field00046.h5,0.010336572675039377,0.0041336838967900415,0.0010538296903683756,0.0032148519283806357,0.0,2.5005716288722772,2.0874153378951518e-05,6.212920071707653e-06,0.0,rotation-affected; inertia-pressure leading expected,0.012494111021110399,0.0033993142371595356,0.006730061141716092,0.001332326072953261,0.009855165187582466,2.8991627428411664,0.04833588103373401
8000000.0,0.7,0.0007000000000004278,16.0,384,384,64,510.0,51,/share/org/SHUTUANL/shu_zhangjs/rainy model/rotating_case/Pr0p7/Ra8e6/Ek7e-4/AR16/Beta1p02/qbot0p5_qtop0p004978/N257x257x65/run/movie/field00051.h5,0.03174626822712074,0.013532366866836232,0.0033028863316152215,0.010165649061882416,0.0,2.345950899758808,0.00015712293190015605,6.269110473194218e-05,0.0,rotation-affected; inertia-pressure leading expected,0.03388659250495669,0.011626222720561684,0.02295233589949704,0.0045637834580405205,0.026526183750331094,2.281582280667815,0.04833588103373401
8000000.0,0.7,0.0007000000000004278,16.0,384,384,64,560.0,56,/share/org/SHUTUANL/shu_zhangjs/rainy model/rotating_case/Pr0p7/Ra8e6/Ek7e-4/AR16/Beta1p02/qbot0p5_qtop0p004978/N257x257x65/run/movie/field00056.h5,0.05030281413293007,0.021185034174118652,0.004624164335406989,0.011060758375923138,0.0,2.374450459673275,0.00019978825266952458,0.00013031265095501504,0.0,rotation-affected; inertia-pressure leading expected,0.046770194531737544,0.01934948089394249,0.035568123828253376,0.007658777601205536,0.03454494227555171,1.785316229665173,0.04833588103373401
8000000.0,0.7,0.0007000000000004278,16.0,384,384,64,610.0,61,/share/org/SHUTUANL/shu_zhangjs/rainy model/rotating_case/Pr0p7/Ra8e6/Ek7e-4/AR16/Beta1p02/qbot0p5_qtop0p004978/N257x257x65/run/movie/field00061.h5,0.04246650167592366,0.01824135205202137,0.0034031490427691127,0.007765657503450412,0.0,2.328034761612851,0.00010740989938884125,8.80090223054572e-05,0.0,rotation-affected; inertia-pressure leading expected,0.03482889327431507,0.016651258994022804,0.026548923721929265,0.006507280777648812,0.022373476674884752,1.343650752349478,0.04833588103373401
8000000.0,0.7,0.0007000000000004278,16.0,384,384,64,660.0,66,/share/org/SHUTUANL/shu_zhangjs/rainy model/rotating_case/Pr0p7/Ra8e6/Ek7e-4/AR16/Beta1p02/qbot0p5_qtop0p004978/N257x257x65/run/movie/field00066.h5,0.02525055252302089,0.012902951388214652,0.0023560690992852533,0.005441962293596779,0.0,1.9569594399994668,4.543978179402432e-05,4.568980133457398e-05,0.0,rotation-affected; inertia-pressure leading expected,0.018348843732598253,0.011245651184070218,0.013268583079754004,0.004226280866525266,0.009746230180566143,0.8666665914706614,0.04833588103373401
8000000.0,0.7,0.0007000000000004278,16.0,384,384,64,710.0,71,/share/org/SHUTUANL/shu_zhangjs/rainy model/rotating_case/Pr0p7/Ra8e6/Ek7e-4/AR16/Beta1p02/qbot0p5_qtop0p004978/N257x257x65/run/movie/field00071.h5,0.008593185085926802,0.0062547953748914266,0.0010213149398328304,0.002834235553685836,0.0,1.373855509394017,6.686112961271537e-06,9.929462342994108e-06,0.0,rotation-affected; inertia-pressure leading expected,0.005924303986621253,0.005020277333947355,0.003529603608662574,0.0017688560726424863,0.0025935466552882117,0.5166142192485115,0.04833588103373401
8000000.0,0.7,0.0007000000000004278,16.0,384,384,64,760.0,76,/share/org/SHUTUANL/shu_zhangjs/rainy model/rotating_case/Pr0p7/Ra8e6/Ek7e-4/AR16/Beta1p02/qbot0p5_qtop0p004978/N257x257x65/run/movie/field00076.h5,0.001128368332388764,0.0021840355133539604,0.00021059171837419614,0.0014405306950901016,0.0,0.516643765858899,1.3043772148658468e-07,6.887952687867782e-07,0.0,geostrophic leading; CIA-like ageostrophic balance,0.0012293817188165942,0.0015044486841651354,0.0003163942151727256,0.0004729064272709008,0.0005446722888314502,0.362041121484782,0.04833588103373401
8000000.0,0.7,0.0007000000000004278,16.0,384,384,64,800.0,80,/share/org/SHUTUANL/shu_zhangjs/rainy model/rotating_case/Pr0p7/Ra8e6/Ek7e-4/AR16/Beta1p02/qbot0p5_qtop0p004978/N257x257x65/run/movie/field00080.h5,4.295408266343964e-05,0.0011048374096292147,3.253165567572962e-05,0.0010594573826603168,0.0,0.0388781935595891,1.9761035272393687e-09,6.487988936221042e-08,0.0,geostrophic leading; VAC-like ageostrophic balance,,,,,,,
